geneSymbol,cellName,tissueType,cellType
ANKRD46,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ANKS4B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ANO10,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ANXA7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
APBA1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ARAP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ARHGAP15,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ARHGEF33,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ARID4A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ARMC1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ASGR2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ATP6AP1L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ATP6V1C1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ATP9A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ATXN7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
AVEN,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
B3GNT4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
B4GALT6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BAIAP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BAIAP2L1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BCAS2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BCO1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BEND7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BLOC1S6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BOK,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BPGM,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BRDT,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BRMS1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BTBD11,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
BTG4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
C1orf56,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
C3orf33,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
C3orf56,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
C6orf52,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CABLES1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CABYR,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CACNA1D,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CACNA2D1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CADPS2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CALN1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CAND2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CAPN12,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CATSPERD,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CBFA2T3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCDC110,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCDC6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCM2L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCNH,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCNI,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCNI2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CCZ1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CDH17,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CELSR1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CFAP58,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CHRNA3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CHRNA7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CHRNE,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CLEC16A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CLUH,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CMC4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CMPK1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CNOT11,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CNRIP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CNTD2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CNTNAP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
COBLL1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
COCH,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
COG5,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
COMMD7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
COX4I2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
COX7A2L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CPNE4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CPT1C,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CRISPLD1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CRISPLD2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CRYZ,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CSGALNACT1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CUL5,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CUX1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CUX2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
CYTH3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DAAM1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DCT,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DDX59,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DEDD,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DEGS2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DGKB,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DHX58,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DISC1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DNAH17,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DNAJB13,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DPP6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DUSP22,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
DYSF,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EAF1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ECHDC1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EHMT2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EI24,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EIF4ENIF1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ELAVL2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ELOF1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EMILIN2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EML6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ENAH,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EPB41L3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EPHX1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EPN1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EPS8,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ESR2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ESRP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ESYT3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ETFA,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
EXOC3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
F2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM13A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM149A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM178B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM189A1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM19A1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM220A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM227B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAM71E1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FAR2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FARP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FBXL2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FBXO16,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FBXW12,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FDXR,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FGF9,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FGFR1OP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FHOD3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FIGLA,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FLYWCH1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FOXO3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FOXR1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FRMD3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FSTL4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
FUCA2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
G3BP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GABARAPL2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GALNT13,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GALNT18,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GDAP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GGT6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GIPC2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GLB1L2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GLO1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GNPNAT1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GPLD1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
GSE1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HAP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HDC,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HERC6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HID1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HIP1R,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HIPK4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HNRNPA1L2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HOMER2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HOXB13,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HPS4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
HSF5,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
IAH1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
IGF2BP3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
IMPDH1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ING3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
INPP4B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
INSC,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
IQSEC1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
IRF6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ITGA9,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
ITPR1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
JARID2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
JAZF1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
JPH2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KALRN,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KCNK9,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KDF1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KDM4B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KIAA1024,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KIAA1147,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KIAA1549L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KIF13B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KLC3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KLHL7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
KPNA7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LCMT1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LDHAL6A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LGALS4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LHB,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LONP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LOXHD1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LOXL2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LRRK1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LSM10,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
LSM11,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAD1L1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAL2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAN1A1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAP1B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAP3K7CL,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAPK13,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAPK8,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAT2B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MAX,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MB21D2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MCTP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MCTP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MDGA2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MED16,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MED8,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MESP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MFAP3L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MGAT4C,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MGRN1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MICALL2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MIER1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MINK1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MKKS,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MKNK2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MLLT3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MMGT1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MPP7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MRO,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MTERF2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MTUS1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MVP,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MYCBP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MYH15,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MYO5B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
MYO7B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NAALAD2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NAV2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NCK2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NCOA7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NDE1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NECAB2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NEK1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NFATC1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NFKB2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NGB,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NIN,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NIPSNAP3A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NLRP11,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NLRP14,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NLRP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NLRP4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NLRP7,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NOBOX,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NOL4L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NOSTRIN,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NPM2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NR1D2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NR2E1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NR2E3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NR3C2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NRG4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NSUN5,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
NUDT14,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
OOSP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
OSBPL10,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PADI6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PAOX,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PCCB,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PCGF3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PCGF5,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PCMT1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PDCD5,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PDE4D,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PDE8B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PDZD2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PGPEP1L,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PHF21B,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PINX1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PITRM1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PKD1L3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PKP4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PLD6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PLEKHM2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PNLDC1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
POLR2E,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
POLR2J,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
POLR3G,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
POMZP3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
POR,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PPIC,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PPP3CA,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PRKAR2A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PSMG4,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PTPN21,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PTPRK,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
PXK,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RAB11FIP2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RAB4A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RAD54L2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RADIL,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RALB,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RALY,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RASGRF2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RASGRP1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RBM33,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RBMX2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RBPMS2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RDH10,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
REXO2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RNF111,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RNF168,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RNF20,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RNF38,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RPA1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RRAS2,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RUFY1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RUFY3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
RYR3,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
SAMD12,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
SAMD4A,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
SASS6,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
SBF1,Oogenesis phase fetal germ cell,Fetal gonad,Normal cell
